date,ticker,actual_return,predicted_return,hit,error,signal,strategy_return,equity_curve,month
2024-11-20,WMT,2.66116081670107,1.9123866525816482,True,-0.7487741641194219,1.0,2.66116081670107,1.0266116081670107,2024-11
2024-11-20,NVDA,-6.765371170059618,-4.745309854396297,True,2.0200613156633214,-1.0,6.765371170059618,1.096065693934427,2024-11
2024-11-20,GOOGL,-4.733492442322983,-1.64109822001259,True,3.092394222310393,-1.0,4.733492442322983,1.147947880719708,2024-11
2024-11-20,HD,7.167500000000004,2.407752157165818,True,-4.7597478428341855,1.0,7.167500000000004,1.230227045070293,2024-11
2024-11-20,MA,2.743200530690299,1.543573129496578,True,-1.1996274011937211,1.0,2.743200530690299,1.263974639899357,2024-11
2024-11-20,PFE,4.931836407377708,1.6212901889585118,True,-3.310546218419196,1.0,4.931836407377708,1.3263118013699349,2024-11
2024-11-20,AAPL,1.6899563318777313,1.511187527265773,True,-0.1787688046119582,1.0,1.6899563318777313,1.348725891637628,2024-11
2024-11-20,BA,4.8055859802847625,1.5304421860808766,True,-3.2751437942038857,1.0,4.8055859802847625,1.4135400739986363,2024-11
2024-11-20,V,1.8868538338918026,1.540984513591906,True,-0.3458693202998966,1.0,1.8868538338918026,1.4402115090784766,2024-11
2024-11-20,BAC,3.126356925749018,1.6540740653168395,True,-1.4722828604321783,1.0,3.126356925749018,1.4852376613379858,2024-11
2024-11-20,PG,3.803616361402072,1.958576611221029,True,-1.8450397501810432,1.0,3.803616361402072,1.541730404030343,2024-11
2024-11-21,BA,5.125165609092807,1.6774740921642952,True,-3.4476915169285123,1.0,5.125165609092807,1.6207466404826336,2024-11
2024-11-21,NVDA,-6.647576191450195,-5.667091285562367,True,0.9804849058878284,-1.0,6.647576191450195,1.7284870082790862,2024-11
2024-11-21,AAPL,2.8618939261333765,1.5220580176716514,True,-1.339835908461725,1.0,2.8618939261333765,1.77795447298303,2024-11
2024-11-21,WMT,3.303541124561604,1.822667680636566,True,-1.4808734439250382,1.0,3.303541124561604,1.8366899301740072,2024-11
2024-11-21,GOOGL,0.8888623754697902,1.5316698353661409,True,0.6428074598963507,1.0,0.8888623754697902,1.8530155759173663,2024-11
2024-11-21,AMZN,4.7787075310011184,1.5057968929900023,True,-3.2729106380111164,1.0,4.7787075310011184,1.9415657707943532,2024-11
2024-11-21,HD,4.646120112072114,1.7151066940033626,True,-2.9310134180687513,1.0,4.646120112072114,2.0317732485603375,2024-11
2024-11-22,AAPL,2.201244181493889,1.512231311622158,True,-0.6890128698717308,1.0,2.201244181493889,2.0764975389754214,2024-11
2024-11-22,GOOGL,2.7130371449380912,2.175559238800593,True,-0.5374779061374984,1.0,2.7130371449380912,2.1328336885215498,2024-11
2024-11-22,NVDA,-4.6565692145121425,-3.2096283781482424,True,1.4469408363639,-1.0,4.6565692145121425,2.232150565457988,2024-11
2024-11-22,META,1.7991916156955432,2.188947780257806,True,0.3897561645622629,1.0,1.7991916156955432,2.272311231281409,2024-11
2024-11-25,GOOGL,0.7754249925439802,1.7726618787337596,True,0.9972368861897793,1.0,0.7754249925439802,2.2899313004771487,2024-11
2024-11-25,TSLA,1.9403998936767328,2.411392346555834,True,0.4709924528791012,1.0,1.9403998936767328,2.3343651249968778,2024-11
2024-11-25,AMZN,3.196823033010672,2.039221825674741,True,-1.1576012073359312,1.0,3.196823033010672,2.4089906469873466,2024-11
2024-11-25,BA,1.5284128020901395,1.502935939524446,True,-0.025476862565693592,1.0,1.5284128020901395,2.445809968437055,2024-11
2024-11-25,META,1.6297711949885927,1.8752034452102808,True,0.24543225022168813,1.0,1.6297711949885927,2.485671074786802,2024-11
2024-11-26,META,3.3633225232765076,3.3785788511473083,True,0.015256327870800668,1.0,3.3633225232765076,2.569272209899676,2024-11
2024-11-26,MSFT,0.6986144536087313,2.1101823325518985,True,1.4115678789431672,1.0,0.6986144536087313,2.5872215169105877,2024-11
2024-11-26,TSLA,5.576087277887814,4.072809984773243,True,-1.5032772931145715,1.0,5.576087277887814,2.731487246765815,2024-11
2024-11-26,NVDA,1.2489044697633713,2.514643225364664,True,1.2657387556012925,1.0,1.2489044697633713,2.76560091308169,2024-11
2024-11-26,AAPL,1.9271675316940362,1.7114164170441961,True,-0.2157511146498401,1.0,1.9271675316940362,2.8188986759348342,2024-11
2024-11-26,AMZN,1.371115173674586,2.8254057410760254,True,1.4542905674014395,1.0,1.371115173674586,2.8575490234110887,2024-11
2024-11-26,BA,3.833908198461131,2.7476385183943854,True,-1.0862696800667457,1.0,3.833908198461131,2.967104829694692,2024-11
2024-11-26,GOOGL,1.4013718070009487,1.9966775225468474,True,0.5953057155458987,1.0,1.4013718070009487,3.008685000262197,2024-11
2024-11-27,GOOGL,1.2468238491993227,2.103973367909863,True,0.8571495187105402,1.0,1.2468238491993227,3.046198002392749,2024-11
2024-11-27,NVDA,3.6352889020245214,2.5115403869155375,True,-1.1237485151089839,1.0,3.6352889020245214,3.156936100307425,2024-11
2024-11-27,BA,1.7060367454068204,1.7143856977421423,True,0.008348952335321957,1.0,1.7060367454068204,3.2107945902076827,2024-11
