month,sample_size,hit_rate,avg_predicted_return,avg_actual_return,sharpe
2024-11,51,1.0,1.7395122760451416,2.4068298938568744,29.801332037497854
2024-12,129,1.0,-0.44856888272080025,-0.5695006098944964,25.899774319813684
2025-01,80,1.0,0.060334071436595596,0.38812451896080213,25.69039213472785
2025-02,105,0.9809523809523809,-2.1784853106449895,-3.3189032953290183,23.40461303474554
2025-03,235,0.9361702127659575,-1.390465619830628,-1.5128276452905107,20.757937272734765
2025-04,372,0.9838709677419355,0.5312330944367257,0.27978379584491236,20.708236224707314
2025-05,22,0.9090909090909091,-1.0853050439985994,-1.4669709799242532,15.609419097826493
