start_date,end_date,mae,rmse,sharpe
2025-02-26,2025-02-27,0.024073887991694926,0.03365515348303441,-5.795772088502383
2025-02-26,2025-02-27,0.012887307133392745,0.015373590592376585,-13.312205905435219
2025-02-26,2025-02-27,0.010780229292154195,0.01691753927593828,-7.340388215897592
2025-02-26,2025-02-27,0.034820623372558056,0.045742283985085376,-9.249096907956808
2025-02-26,2025-02-27,0.04053285833398561,0.04675464221877482,-42.942996188806596
2025-02-26,2025-02-27,0.03935274751084038,0.048929541275811554,-8.072005152912288
2025-02-26,2025-02-27,0.026138395993458036,0.03379512576235503,5.24084272426301
2025-02-26,2025-02-27,0.021852978460628815,0.025045695800747596,-2.9866784865068734
2025-02-26,2025-02-28,0.025013961174545702,0.03440432024502469,7.475864659107019
2025-02-26,2025-02-28,0.04119126606574228,0.05730846209302553,-15.80246876664907
2025-02-26,2025-02-28,0.02157622436247084,0.0247133875296203,-11.129223707810445
2025-02-27,2025-02-28,0.04929274551490892,0.05688560027386694,-3.501774891638544
2025-02-27,2025-02-28,0.03417916108241618,0.03801291272738645,-8.929033094628515
2025-02-27,2025-02-28,0.018668192675654872,0.023546336998221073,4.264452786368007
2025-02-27,2025-02-28,0.03629523963269079,0.0424768155961042,-5.055499604297579
2025-02-27,2025-02-28,0.04799435464097697,0.05877798879681782,-20.843172892681693
2025-02-27,2025-02-28,0.027008793767862284,0.03412182400676169,-7.972791681316487
2025-02-27,2025-02-28,0.04083634266986265,0.047338917515897264,-14.470103366561258
2025-02-27,2025-02-28,0.057441500341649264,0.06229598648892259,0.5585723777391727
2025-02-27,2025-03-03,0.0326989042818933,0.041511474651399136,-3.6316835285798676
2025-02-27,2025-03-03,0.034446982692699205,0.049518261015453716,-4.631475358770925
2025-02-28,2025-03-03,0.06399127609085133,0.07281410448024284,-2.6416844447602856
2025-02-28,2025-03-03,0.022364021741353164,0.02413984926622375,-24.05230680891769
2025-02-28,2025-03-03,0.04224510499028909,0.04791618516106742,-9.38242669615573
2025-02-28,2025-03-03,0.029302461371503476,0.03241790625982414,-22.90265532435729
2025-02-28,2025-03-03,0.07624739498459501,0.0903491859054712,-16.66015113011527
2025-02-28,2025-03-03,0.03220636245110695,0.03982556615745272,-4.775318713256991
2025-02-28,2025-03-03,0.04380060416135625,0.0858487377933451,-10.75915583158285
2025-02-28,2025-03-03,0.02694697754112268,0.02860206941922266,-11.771834506659756
2025-02-28,2025-03-04,0.03209002603258104,0.03916536245797018,-16.027426682346487
2025-02-28,2025-03-04,0.012579115596031244,0.013875352099183167,-23.40385615351239
2025-02-28,2025-03-04,0.01600494989548628,0.019255173927609448,-34.67709927894754
2025-03-03,2025-03-04,0.030593566871547045,0.037004726438327716,0.4943845137338028
2025-03-03,2025-03-04,0.037628306888085945,0.04007720828317285,-1.7336385567337929
2025-03-03,2025-03-04,0.016523324203923603,0.01846475672363485,-24.050107674493805
2025-03-03,2025-03-04,0.03217854991049331,0.045765743003552156,-8.308173336065837
2025-03-03,2025-03-04,0.031403651808765976,0.034144362077331535,-11.433605289109433
2025-03-03,2025-03-04,0.017429378805080283,0.019951425601504542,-7.674214545745806
2025-03-03,2025-03-04,0.04379822770962932,0.05097732193165913,-9.263687785882263
2025-03-03,2025-03-04,0.034142574656426936,0.05277820660799579,-23.529907342764158
2025-03-03,2025-03-05,0.044957562744201755,0.05785949486201705,-13.818153599308612
2025-03-03,2025-03-05,0.020857432589060095,0.022463782611869806,-9.103625139409019
2025-03-04,2025-03-05,0.031714860156222754,0.04005301236605592,-43.28570201656567
2025-03-04,2025-03-05,0.015838133059091507,0.01783152164292724,-19.918767799562495
2025-03-04,2025-03-05,0.01494329837841378,0.01738836694511004,-26.432007307109767
2025-03-04,2025-03-05,0.041571468290374586,0.05925391106033732,-21.821632836714226
2025-03-04,2025-03-05,0.023055441167592013,0.030484010686632517,-17.832162659512402
2025-03-04,2025-03-05,0.02643718362084372,0.032077099016239854,-19.809335337737796
2025-03-04,2025-03-05,0.0307699345212272,0.03407233025556844,-19.909916802223627
2025-03-04,2025-03-05,0.04697243374810819,0.052268358303478375,-17.66976823429452
2025-03-04,2025-03-06,0.03061485266500192,0.03397821072762227,-16.037930404686023
2025-03-04,2025-03-06,0.024874182013038745,0.02938493236679855,-22.017143362552154
2025-03-05,2025-03-06,0.05936808682680104,0.08451033166171876,-3.70669533797611
2025-03-05,2025-03-06,0.027255565083364068,0.03284439656829781,-30.748904350402533
2025-03-05,2025-03-06,0.023145036282922388,0.03179615820687895,-23.399082160549316
2025-03-05,2025-03-06,0.03461091471438849,0.04132171541942491,-7.98210871156083
2025-03-05,2025-03-06,0.03777509865445122,0.04424513179043069,-9.940303818582878
2025-03-05,2025-03-06,0.034038458363837246,0.0384919655684058,-10.558159140430913
2025-03-05,2025-03-06,0.03223916306322959,0.04161686285959321,-7.312292853901358
2025-03-05,2025-03-06,0.039611124724196145,0.05750874020216363,-32.349914141458726
2025-03-05,2025-03-07,0.03521494441491859,0.05400978041984683,-24.552220863844592
2025-03-05,2025-03-07,0.03921688725804358,0.04584087520606472,-7.902745832637879
2025-03-05,2025-03-07,0.028424805659021647,0.03230921197293397,-5.992376254023399
2025-03-06,2025-03-07,0.027165987740286678,0.03842263222390954,-78.943932800324
2025-03-06,2025-03-07,0.030046934118514435,0.04187603617062785,-17.83473974499038
2025-03-06,2025-03-07,0.025567344101924083,0.03483935923027083,-7.271706098552218
2025-03-06,2025-03-07,0.033928216619649426,0.04016175589062522,-28.53921275181847
2025-03-06,2025-03-07,0.051293533355866575,0.08190123806699365,0.1632131425123829
2025-03-06,2025-03-07,0.033597701999908185,0.03663767517299383,-1.0466650504654178
2025-03-06,2025-03-07,0.01969310343951819,0.025844617434861904,-23.44282376244096
2025-03-06,2025-03-07,0.03280545801086598,0.038199260480323384,-18.896089069725885
2025-03-06,2025-03-10,0.02279460962705065,0.028894175525129403,-4.007931622697327
2025-03-06,2025-03-10,0.026715884021254792,0.03718713405891881,-4.5607885237499834
2025-03-07,2025-03-10,0.05734403632675883,0.06216598228424928,-1.5351446031838967
2025-03-07,2025-03-10,0.052734752811340456,0.09762519807390427,6.010583891477047
2025-03-07,2025-03-10,0.025859612575345213,0.02730403655915977,-18.526806622114535
2025-03-07,2025-03-10,0.031008748327768045,0.034679337907562724,4.930817948108611
2025-03-07,2025-03-10,0.03912380719836679,0.04550964642454507,2.1562947298949013
2025-03-07,2025-03-10,0.05689704918588728,0.06371985454063321,11.712286755029234
2025-03-07,2025-03-10,0.05592718872838097,0.0634380937309599,10.534024121768882
2025-03-07,2025-03-10,0.03004652957875776,0.04008408999758723,-12.957168918962761
2025-03-07,2025-03-11,0.022066982344431153,0.026459596750287844,-13.82097490933161
2025-03-07,2025-03-11,0.029413548257795123,0.03617337910035948,-6.9489066609451715
2025-03-07,2025-03-11,0.03418532819247792,0.038281213816445295,8.021255963132194
2025-03-10,2025-03-11,0.026632554242012274,0.040988194396339085,-1.9681616703700155
2025-03-10,2025-03-11,0.03660956942671008,0.04564112500698329,7.704042323782968
2025-03-10,2025-03-11,0.033549387437243075,0.04140583405641485,2.4993348296642828
2025-03-10,2025-03-11,0.02421605390626322,0.02893349688214547,7.825492188023016
