start_date,end_date,mae,rmse,sharpe
2025-02-26,2025-02-27,0.017160428583302544,0.025139049454569046,-5.795772088502383
2025-02-26,2025-02-27,0.02567412911716684,0.03159221333739469,-13.312205905435219
2025-02-26,2025-02-27,0.012149009081197629,0.018165155732228107,-7.340388215897592
2025-02-26,2025-02-27,0.02967415249995895,0.04207565953005443,-9.249096907956808
2025-02-26,2025-02-27,0.04126155596004982,0.04759201013955601,-42.942996188806596
2025-02-26,2025-02-27,0.056017898573739774,0.058601594228064886,-8.072005152912288
2025-02-26,2025-02-27,0.028883299611266188,0.03558030117610846,5.24084272426301
2025-02-26,2025-02-27,0.016771734688581195,0.019041205444475594,-2.9866784865068734
2025-02-26,2025-02-28,0.023288807240878694,0.030867089253847377,7.475864659107019
2025-02-26,2025-02-28,0.04195131790869466,0.05816833888405572,-15.80246876664907
2025-02-26,2025-02-28,0.040306743293204286,0.04647455141754764,-11.129223707810445
2025-02-27,2025-02-28,0.05864388577989058,0.06334069828615549,-3.501774891638544
2025-02-27,2025-02-28,0.042497332891783604,0.047031913372952996,-8.929033094628515
2025-02-27,2025-02-28,0.0304393943422449,0.039850157738744334,4.264452786368007
2025-02-27,2025-02-28,0.045118553081725396,0.054817480037658524,-5.055499604297579
2025-02-27,2025-02-28,0.059253575825890595,0.06698618015239316,-20.843172892681693
2025-02-27,2025-02-28,0.02018845372758351,0.021872593560394202,-7.972791681316487
2025-02-27,2025-02-28,0.03951510471174581,0.045872348253908055,-14.470103366561258
2025-02-27,2025-02-28,0.0543567851572939,0.05876325525781274,0.5585723777391727
2025-02-27,2025-03-03,0.02967142532500803,0.04168876758783221,-3.6316835285798676
2025-02-27,2025-03-03,0.03867102917375837,0.04647912224296552,-4.631475358770925
2025-02-28,2025-03-03,0.06658574495829336,0.07167612894892345,-2.6416844447602856
2025-02-28,2025-03-03,0.0511185013469861,0.05644981965140694,-24.05230680891769
2025-02-28,2025-03-03,0.06237129801538095,0.07420129256047414,-9.38242669615573
2025-02-28,2025-03-03,0.02573895053078245,0.040073097893837444,-22.90265532435729
2025-02-28,2025-03-03,0.08052114573762006,0.09311126723962296,-16.66015113011527
2025-02-28,2025-03-03,0.035740515478127,0.03974364432992738,-4.775318713256991
2025-02-28,2025-03-03,0.05778381104520981,0.08457045133386079,-10.75915583158285
2025-02-28,2025-03-03,0.015202237445057715,0.020308537556887996,-11.771834506659756
2025-02-28,2025-03-04,0.03978637676294648,0.05269743128688307,-16.027426682346487
