date,open,high,low,close,volume,ticker,return,short_term_return_3,sma_10,sma_20,ema_50,volatility_10,open_sector,high_sector,low_sector,sector_close,volume_sector,return_sector,short_term_return_3_sector,sector_sma_10,sector_sma_20,ema_50_sector,sector_volatility_10,sector_return_1d,vix_level,vix_change_1d,vix_ma_10,vix_zscore_10,pe_ratio,eps,revenue_growth,debt_to_equity,roe,future_return_3d,used_fallback,news_sentiment,sentiment_quality,pct_pred_xgboost,pct_pred_lightgbm,pct_pred_catboost,pct_pred_ensemble,pct_pred,direction,confidence,label,price_1d,price_3d,price_5d
2025-05-14,212.43,213.94,210.58,212.33,49117576,AAPL,-0.002817827455032118,0.06951090515287373,204.43900000000002,204.232,210.64221117744395,0.026926467326235166,233.71,235.05,232.76,234.13,5114778.0,0.006491273321296509,0.07596507352941173,220.452,210.53849999999997,213.071571957533,0.015722544592207226,0.006491273321296509,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.06951090515287373,True,0.61515,Fallback,-0.6505178,-0.44697387313793263,-1.7838827269258488,-0.9604581404585774,-0.9604581404585774,Down,0.25,Avoid,210.29065923036433,206.27055060931932,202.32729406237092
2025-05-14,448.14,453.9,448.14,452.94,19818952,MSFT,0.008460613617135015,0.03238894080641841,439.175,409.554,405.50302485231623,0.024092265541666994,233.71,235.05,232.76,234.13,5114778.0,0.006491273321296509,0.07596507352941173,220.452,210.53849999999997,213.071571957533,0.015722544592207226,0.006491273321296509,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.03238894080641841,True,0.2707307692307692,Fallback,0.9626778,0.6067807055370356,-0.6791572575877052,0.29676707492094584,0.29676707492094584,Up,0.55,Buy,454.28417678914695,456.9845094281162,459.70089324547473
2025-05-14,159.96,167.0,159.61,165.37,48508301,GOOGL,0.036607534632984384,0.08261865793780698,159.454,157.7165,161.92760519329397,0.03142134933994192,100.14,100.79,100.0,100.69,4405864.0,0.005191175002495774,0.03611854291006367,98.1,95.2565,96.18939744589852,0.007969969855874138,0.005191175002495774,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.08261865793780698,True,0.1786578947368421,Fallback,1.6179247,0.7985886472328161,0.6327895770308875,1.016434304836762,1.016434304836762,Up,1.0,Buy,167.05087740990854,170.46406093152487,173.94698261873998
2025-05-14,211.45,211.93,208.85,210.25,37951406,AMZN,-0.00529876519846717,0.08903967678441926,195.565,187.93649999999997,194.35280692850262,0.027939756024971077,215.83,217.18,215.21,216.11,3558431.0,0.0038554440728353345,0.06768440294451872,204.342,197.785,201.27604650741674,0.016603423073016266,0.0038554440728353345,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.08903967678441926,True,0.46016363636363633,Fallback,-1.0750669,-1.1116434361510419,-1.016504714226197,-1.0677383581574642,-1.0677383581574642,Down,0.2,Avoid,208.00508010197393,203.5868939829996,199.2625534978546
2025-05-14,661.21,662.67,654.31,659.36,12235548,META,0.0050759873786261345,0.11286266434876535,609.794,567.0269999999999,586.6272933972414,0.029528895688468285,100.14,100.79,100.0,100.69,4405864.0,0.005191175002495774,0.03611854291006367,98.1,95.2565,96.18939744589852,0.007969969855874138,0.005191175002495774,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.11286266434876535,True,0.3654,Fallback,1.0518098,0.08255492381523268,1.3399230695306938,0.8247625936987236,0.8247625936987236,Up,0.95,Buy,664.7981546378119,675.8093894305632,687.0030063355623
2025-05-14,133.2,135.44,131.68,135.34,274891656,NVDA,0.041637804971907943,0.1602228889841406,119.282,112.071,115.38725518283667,0.024186849565224645,233.71,235.05,232.76,234.13,5114778.0,0.006491273321296509,0.07596507352941173,220.452,210.53849999999997,213.071571957533,0.015722544592207226,0.006491273321296509,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.1602228889841406,True,0.37061875,Fallback,-4.3368635,-5.071023145150393,-6.245812178005033,-5.2178996136388855,-5.2178996136388855,Down,0.05,Avoid,128.27809466290114,115.24050630271904,103.527997728733
2025-05-14,342.5,350.0,337.0,347.68,135629035,TSLA,0.04073996467806151,0.16569436062495813,298.277,279.3215,285.53179030669924,0.03110100559391337,215.83,217.18,215.21,216.11,3558431.0,0.0038554440728353345,0.06768440294451872,204.342,197.785,201.27604650741674,0.016603423073016266,0.0038554440728353345,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.16569436062495813,True,0.26946,Fallback,-3.7403417,-2.8504424934848775,1.100527739525087,-1.8300854724401285,-1.8300854724401285,Down,0.1,Avoid,341.3171588294202,328.93868173301973,317.0091322432817
2025-05-14,263.0,266.64,262.29,265.64,8609815,JPM,0.009999619786319913,0.049628575944365316,254.58499999999998,246.6745,246.04027556056727,0.012193857151337773,51.11,51.17,50.79,50.94,38659803.0,-0.0027407987470634554,0.02166064981949445,49.917,48.7375,48.93700520367307,0.00969137884344212,-0.0027407987470634554,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.049628575944365316,True,0.8591,Fallback,-0.23335516,-1.5065106887424484,-0.45418049989137366,-0.7313487843872384,-0.7313487843872384,Down,0.35,Avoid,263.69724508915374,259.85425629839864,256.0672732609114
2025-05-14,44.19,44.92,44.13,44.74,42254262,BAC,0.010388437217705437,0.07059105049054804,41.989999999999995,40.3775,41.03544982276263,0.012957214258760908,51.11,51.17,50.79,50.94,38659803.0,-0.0027407987470634554,0.02166064981949445,49.917,48.7375,48.93700520367307,0.00969137884344212,-0.0027407987470634554,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.07059105049054804,True,0.6744333333333333,Fallback,-1.0200229,-1.8286355746145635,-1.8824965399278746,-1.5770516612175152,-1.5770516612175152,Down,0.15,Avoid,44.03442708677129,42.656487525890675,41.32166689624308
2025-05-14,356.67,358.41,355.21,356.46,6208010,V,0.0008985230527320809,0.011119305610710617,350.85,342.531,340.8645188511602,0.00648676212577228,51.11,51.17,50.79,50.94,38659803.0,-0.0027407987470634554,0.02166064981949445,49.917,48.7375,48.93700520367307,0.00969137884344212,-0.0027407987470634554,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.011119305610710617,True,0.017775,Fallback,0.12055418,-0.7740701573198547,0.5732647549584414,-0.02675040780274751,-0.02675040780274751,Down,0.5,Avoid,356.3646454963463,356.1740130053713,355.98348249069244
