date,open,high,low,close,volume,ticker,return,short_term_return_3,sma_10,sma_20,ema_50,volatility_10,open_sector,high_sector,low_sector,sector_close,volume_sector,return_sector,short_term_return_3_sector,sector_sma_10,sector_sma_20,ema_50_sector,sector_volatility_10,sector_return_1d,vix_level,vix_change_1d,vix_ma_10,vix_zscore_10,pe_ratio,eps,revenue_growth,debt_to_equity,roe,future_return_3d,used_fallback,news_sentiment,sentiment_quality,pct_pred_xgboost,pct_pred_lightgbm,pct_pred_catboost,pct_pred_ensemble,pct_pred,direction,confidence,label,price_1d,price_3d,price_5d
2025-05-14,578.27,578.64,572.28,573.28,2237198,MA,-0.005740647600548154,0.008159819921215616,565.6360000000001,547.2475000000001,543.224203152025,0.009877931718109237,51.11,51.17,50.79,50.94,38659803.0,-0.0027407987470634554,0.02166064981949445,49.917,48.7375,48.93700520367307,0.00969137884344212,-0.0027407987470634554,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.008159819921215616,True,-0.31845,Fallback,-0.53947794,-1.2205086884475178,-0.46310844129749396,-0.7410316913730322,-0.7410316913730322,Down,0.3,Avoid,569.0318135196967,560.6296485036723,552.3515475123285
2025-05-14,148.67,148.82,146.12,146.36,10110359,JNJ,-0.014012395580705883,-0.050966152250032315,153.61700000000002,154.727,155.63956680217814,0.014892601293276441,132.28,132.55,128.68,128.77,19546559.0,-0.023508000303329002,-0.029469400060295414,134.642,135.7675,138.82935818509137,0.019175442175605885,-0.023508000303329002,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,-0.050966152250032315,True,0.6597,Fallback,0.19729589,0.16835265468131608,1.8140024857897024,0.7265503432431344,0.7265503432431344,Up,0.85,Buy,147.42337908237067,149.57337133339678,151.75471862938417
2025-05-14,321.45,322.94,307.11,308.01,37440469,UNH,-0.01082278887532917,-0.19081021437578816,375.531,407.9245,456.38378307335864,0.05414574279854186,132.28,132.55,128.68,128.77,19546559.0,-0.023508000303329002,-0.029469400060295414,134.642,135.7675,138.82935818509137,0.019175442175605885,-0.023508000303329002,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,-0.19081021437578816,,,Fallback,1.0719105,-0.9687661313510326,-0.8065844226488736,-0.23448001782449268,-0.23448001782449268,Down,0.45,Avoid,307.2877780970988,305.8484107185968,304.4157854840979
2025-05-14,22.86,22.9,21.97,22.02,59171513,PFE,-0.03716659379099263,-0.011669658886894196,23.089999999999996,22.948,23.79863608373025,0.024027820478399242,132.28,132.55,128.68,128.77,19546559.0,-0.023508000303329002,-0.029469400060295414,134.642,135.7675,138.82935818509137,0.019175442175605885,-0.023508000303329002,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,-0.011669658886894196,True,0.2741,Fallback,0.5264051,0.8367071377809281,0.7141956796768653,0.6924359711706235,0.6924359711706235,Up,0.8,Buy,22.17247440085177,22.480597876003387,22.79300324023167
2025-05-14,68.88,69.34,68.58,69.16,15746392,KO,0.0029002320185615993,-0.019285309132161088,70.81,71.6925,70.41610446570557,0.009651850981818996,79.8,79.91,79.36,79.51,10343544.0,-0.00537903427570674,-0.01730317636880474,80.977,81.1215,80.70084748972451,0.005539781665344014,-0.00537903427570674,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,-0.019285309132161088,True,0.9855,Fallback,0.60110873,0.4515318346397338,0.8454217496801006,0.6326874380530532,0.6326874380530532,Up,0.75,Buy,69.59756663215748,70.48102269932001,71.37569316176064
2025-05-14,158.12,159.16,157.57,158.02,5979597,PG,-0.0044730044730043605,0.0022833946467082367,159.183,161.772,164.13761404566034,0.010460606948871083,79.8,79.91,79.36,79.51,10343544.0,-0.00537903427570674,-0.01730317636880474,80.977,81.1215,80.70084748972451,0.005539781665344014,-0.00537903427570674,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.0022833946467082367,True,0.8885,Fallback,0.9778609,0.38830906271743987,1.0429717167903996,0.8030472356965422,0.8030472356965422,Up,0.9,Buy,159.2889752418477,161.85757897163955,164.46760254929396
2025-05-14,96.03,97.33,95.83,96.83,25309015,WMT,0.009908218606591523,0.00113730355665842,97.648,96.126,93.78694982832863,0.008990776921679653,215.83,217.18,215.21,216.11,3558431.0,0.0038554440728353345,0.06768440294451872,204.342,197.785,201.27604650741674,0.016603423073016266,0.0038554440728353345,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.00113730355665842,,,Fallback,0.41617972,0.22575410346514438,0.6190009920672299,0.4203116040398136,0.4203116040398136,Up,0.6,Buy,97.23698772619176,98.0561022184161,98.88211684779053
2025-05-14,371.9,375.79,370.83,372.81,2587009,HD,-0.0021145610278373583,0.027845937525847075,365.725,360.484,366.12863134911436,0.014934679628175062,215.83,217.18,215.21,216.11,3558431.0,0.0038554440728353345,0.06768440294451872,204.342,197.785,201.27604650741674,0.016603423073016266,0.0038554440728353345,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.027845937525847075,,,Fallback,0.4721594,0.5203374000902434,0.5999728567494544,0.5308232141736168,0.5308232141736168,Up,0.7,Buy,374.7889620247607,378.7784562056263,382.81041712226016
2025-05-14,205.8,209.66,204.05,204.72,16551749,BA,0.00639071871005803,0.050654349499615,191.95499999999998,181.69,175.69794867935659,0.012264629555420611,141.19,141.42,140.2,140.6,6515656.0,-0.004813137032842585,0.03298802439203574,136.335,131.7775,132.04006607799803,0.011563572266774668,-0.004813137032842585,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.050654349499615,True,0.31538235294117645,Fallback,0.117254086,-0.15574481137602125,-1.078383058112759,-0.3722912612166618,-0.3722912612166618,Down,0.4,Avoid,203.95784533003726,202.44203773228801,200.93749556377333
2025-05-14,108.86,108.86,107.93,108.48,15476281,XOM,-0.008953042207198836,0.010902991333519685,106.506,106.85049999999998,108.35106082809463,0.013420593946583695,85.2,85.58,84.92,85.25,10637157.0,-0.0060627258948350304,0.03421084556593468,82.399,81.916,84.53639721620485,0.012488930485568954,-0.0060627258948350304,18.62,0.021953896816685026,21.884,-1.2771623948337272,0.0,0.0,0.0,0.0,0.0,0.010902991333519685,True,0.5106,Fallback,0.34052566,0.29806220105254594,0.732191359938237,0.4569264059764453,0.4569264059764453,Up,0.65,Buy,108.97567376520327,109.97382623733506,110.98112119350203
