date,open,high,low,close,volume,ticker,return,short_term_return_3,sma_10,sma_20,ema_50,volatility_10,open_sector,high_sector,low_sector,sector_close,volume_sector,return_sector,short_term_return_3_sector,sector_sma_10,sector_sma_20,ema_50_sector,sector_volatility_10,sector_return_1d,vix_level,pe_ratio,eps,revenue_growth,debt_to_equity,roe,used_fallback,news_sentiment,pct_pred,direction,confidence,label,price_1d,price_3d,price_5d,forecast_date,pct_pred_xgboost,pct_pred_lightgbm,pct_pred_catboost,pct_pred_ensemble
2025-05-06,184.57,187.93,183.85,185.46,20740738,AMZN,-0.0047759592165279,-0.0249211356466876,186.763,182.2315,192.57020365409497,0.0217566490652253,,,,,,,,,,,,,24.76,,,,,,False,0.0981384615384615,-0.6175510246599667,Down,0.3,Avoid,184.31468986966564,182.0452445537245,179.80374265371887,2025-05-06,-0.9990242,1.530141062744824,-2.383769924364342,-0.6175510246599667
2025-05-06,184.57,187.93,183.85,185.01,29314055,AMZN,-0.0071907700563456,-0.0272870662460568,186.718,182.209,192.53777994542796,0.0219157367079533,196.86,199.0,196.68,197.55,2405829.0,-0.0087309950323648,-0.0040332745147465,197.265,191.8785,199.38231131382267,0.0126907340531492,-0.0087309950323648,24.76,,,,,,False,0.0981384615384615,0.2730259903426585,Up,0.45,Watch,185.51512538473293,186.5295172903172,187.54945586459468,2025-05-07,0.5267375,0.5365528994953681,-0.2442124396253821,0.2730259903426585
2025-05-08,191.43,194.33,188.82,192.08,40651133,AMZN,0.0178580891314716,0.0307485913603435,188.083,183.1605,192.3654320257971,0.0166632419589124,201.01,203.52,199.73,201.42,3231822.0,0.0117032497865285,0.0106879421947914,198.873,193.31,199.48415661165583,0.0104025890417406,0.0117032497865285,22.48,,,,,,False,0.46084,-3.976055549178055,Down,0.15,Avoid,184.4427925011388,170.06728266622267,156.81220307534818,2025-05-09,-3.271104,-5.096834741417747,-3.5602278087500854,-3.976055549178055
2025-05-09,193.38,194.69,191.16,193.06,29663143,AMZN,0.0051020408163264,0.0435111615588348,188.49,183.7525,192.4083855732139,0.0163133524907966,201.96,203.92,201.43,202.41,2579955.0,0.0048153296266877,0.0246013667425968,199.356,194.0365,199.5774043554018,0.0091722966355342,0.0048153296266877,21.9,,,,,,False,0.57139,-2.9985614403740737,Down,0.2,Avoid,187.27097728321385,176.2084889335911,165.79948491058914,2025-05-11,-3.4199512,-3.0331037779910406,-2.5426293426459505,-2.9985614403740737
2025-05-12,210.71,211.66,205.75,208.64,74772611,AMZN,0.0807003004247384,0.1056117852789995,190.584,184.941,193.06361920879945,0.0292513860005742,213.18,213.2,210.39,212.47,4783653.0,0.049701101724223,0.0672057863277915,200.836,195.174,200.07254562287432,0.0174558461901924,0.049701101724223,18.39,,,,,,False,0.4025192307692308,-1.0016654995469785,Down,0.2,Avoid,206.5501251017452,202.43296628854745,198.3978747056877,2025-05-13,-0.39305738,-0.9067735799938856,-1.705165542500733,-1.0016654995469785
2025-05-13,211.08,214.84,210.1,211.37,55280630,AMZN,0.0130847392638038,0.10042690545606,192.982,186.4035,193.71142618236968,0.028912178974498,213.77,216.18,213.07,215.28,5716497.0,0.0132253965265685,0.0687053216838762,202.457,196.4245,200.6543767914717,0.0175520180895276,0.0132253965265685,18.22,,,,,,False,0.5838941176470588,-1.9139148240821315,Down,0.2,Avoid,207.3245582363376,199.4644717642384,191.90237680783048,2025-05-14,-0.94857776,-1.750201099314408,-3.042965611281901,-1.9139148240821315
2025-05-02,185.0,187.58,184.08,185.46,8653580,BA,0.0140521625020504,0.019010989010989,176.423,164.27100000000002,168.64810026408196,0.0205519887131771,133.89,135.11,133.7,134.58,7200072.0,0.0179260267755843,0.0330058335891925,128.90699999999998,125.9995,130.03343840638297,0.0125913833446016,0.0179260267755843,,15.0,2.0,0.05,1.0,0.1,,,0.4877181526662887,Up,0.9,Buy,186.3645220859349,188.1868223288047,190.0269412967086,2025-05-04,,,,
2025-05-05,184.39,187.35,184.39,185.85,1593862,BA,0.0021028793270785,0.0142436149312377,179.074,166.73399999999998,169.29353101356077,0.0183393982695939,133.895,135.26,133.67,135.23,1371146.0,0.0048298409867735,0.0305593659503122,130.18099999999998,126.864,130.2776908757103,0.007289414858933,0.0048298409867735,,15.0,2.0,0.05,1.0,0.1,False,0.44135,-0.0762286747985312,Down,0.35,Avoid,185.70832900788693,185.42531092309807,185.14272415572367,2025-05-05,,,,
2025-05-06,184.71,186.2,183.633,185.9023,3946163,BA,-0.0029909900246701,0.0164705560719558,181.47323,169.116615,169.9968404678998,0.0189713612069627,,,,,,,,,,,,,24.76,,,,,,False,0.0258,-0.4977768273389379,Down,0.35,Avoid,184.9769214291099,183.1399603184088,181.3212416246328,2025-05-06,-2.0824172,1.3584160167107715,-0.76932924904802,-0.4977768273389379
2025-05-06,184.71,186.2,183.63,185.96,4833404,BA,-0.0026815402767349,0.0167860462573132,181.479,169.11950000000002,170.00463457924937,0.0189413579814201,133.24,134.23,132.96,133.47,5384848.0,-0.0087634608243595,0.0095302927161333,131.007,127.63899999999998,130.38650502198243,0.0090819331697227,-0.0087634608243595,24.76,,,,,,False,0.0258,-0.2330287310761304,Down,0.25,Avoid,185.5266597716908,184.6630063836373,183.80337342680164,2025-05-07,-0.055182137,0.0079053647342323,-0.6518094213673746,-0.2330287310761304
2025-05-08,186.76,194.75,186.22,191.7,15287276,BA,0.0330890278077171,0.0281025421001821,184.352,172.972,171.420874988823,0.0122617520120857,135.19,137.35,134.94,136.0,7914977.0,0.0137905329854639,0.0100259933160045,132.501,128.9875,130.75679363054593,0.0074168189658971,0.0137905329854639,22.48,,,,,,False,0.4213,-2.712521537654306,Down,0.35,Avoid,186.50009621231663,176.51960819626757,167.07322253759793,2025-05-09,-1.8606709,-3.32134261782892,-2.9555510709472923,-2.712521537654306
