date,open,high,low,close,volume,date,ticker,return,short_term_return_3,sma_10,sma_20,ema_50,volatility_10,used_fallback,news_sentiment,daily_sentiment,pct_pred,direction,confidence,label,price_1d,price_3d,price_5d
2025-04-25,206.42999267578125,209.42999267578125,206.1999969482422,209.27999877929688,37905822,2025-04-25,AAPL,0.0043672490446504675,0.04776205579136872,200.9210006713867,201.55200119018554,213.85603054399914,0.02445641868649721,False,-0.06717619047619047,-0.06717619047619047,0.08263781,Up,0.75,Buy,209.45293914694048,209.7992440002672,210.14612266035329
2025-04-25,387.0,392.1600036621094,384.6000061035156,391.8500061035156,18811049,2025-04-25,MSFT,0.011748046614912688,0.06823509699451535,378.08600158691405,375.82949981689455,387.8298445162537,0.022372338783146418,False,0.28017142857142857,0.28017142857142857,0.110334136,Up,0.8,Buy,392.28232715207196,393.1484173261706,394.01637598670277
2025-04-25,165.03500366210938,166.10000610351562,161.0399932861328,161.9600067138672,55921436,2025-04-25,GOOGL,0.016825765664927106,0.06925467358965243,155.2740020751953,153.75600204467773,163.49082222682634,0.02166627586749529,False,0.4508066666666667,0.4508066666666667,0.045603737,Up,0.55,Buy,162.03387582131472,162.18171057189647,162.32968047243958
2025-04-25,187.68499755859375,189.94000244140625,185.5,188.99000549316406,36189010,2025-04-25,AMZN,0.013133978209558528,0.09129237490488595,179.01499938964844,181.4479995727539,194.06311495470146,0.027536375885118897,False,0.2511769230769231,0.2511769230769231,0.41878182,Up,1.0,Buy,189.78146206056772,191.3743331743899,192.9805642012343
2025-04-25,546.7999877929688,549.8599853515625,536.25,547.27001953125,17013452,2025-04-25,META,0.02648409353953518,0.09392744236549655,518.599008178711,535.2065032958984,576.8423610371908,0.028483568490116743,False,-0.10826,-0.10826,0.3536028,Up,0.95,Buy,549.2051586293383,553.0959873216343,557.0144123944337
2025-04-25,106.86000061035156,111.91999816894531,105.7300033569336,111.01000213623047,248902488,2025-04-25,NVDA,0.0430329965040126,0.12256044919998987,105.57699966430664,105.31699981689454,113.64443301945268,0.038971160832538654,False,0.03925294117647058,0.03925294117647058,-1.1254451,Down,0.1,Avoid,109.76064785818107,107.30396203836744,104.90226770985691
2025-04-25,261.69000244140625,286.8500061035156,259.6300048828125,284.95001220703125,166129141,2025-04-25,TSLA,0.09803091011549903,0.19741988799149923,250.23600311279296,253.13750076293945,276.12394361788967,0.04700779800357612,False,0.34697307692307694,0.34697307692307694,-2.6230648,Down,0.05,Avoid,277.47559293973245,263.1097929747666,249.4877544291303
2025-04-25,244.64999389648438,245.6199951171875,241.75,243.5500030517578,8585395,2025-04-25,JPM,-0.004455511529635636,0.033787541226711015,235.927001953125,233.0622589111328,240.1052433147226,0.019053848487844225,False,0.0,0.0,0.07329389,Up,0.6,Buy,243.72850053534057,244.08590197042577,244.44379697369914
2025-04-25,39.540000915527344,39.790000915527344,39.314998626708984,39.689998626708984,28487993,2025-04-25,BAC,0.0027791003174737483,0.03575153817315413,37.861000061035156,38.007500076293944,40.444540519451024,0.018663723387814954,False,0.8221,0.8221,0.020666957,Up,0.45,Watch,39.69820290298685,39.71461618695912,39.73103893376447
2025-04-25,334.760009765625,336.3500061035156,332.2900085449219,335.1700134277344,4448591,2025-04-25,V,-0.001608465762378164,0.011376039833083329,332.20799560546874,331.91099700927737,334.6266927609852,0.01836390121751089,False,0.3818,0.3818,-0.010279162,Down,0.35,Avoid,335.1355519131921,335.06664886179715,334.9977458104022
2025-04-25,535.4600219726562,536.9199829101562,529.875,533.47998046875,2005907,2025-04-25,MA,-0.003697832560144665,0.01166245648758224,520.5950073242187,519.2248001098633,529.8721929781052,0.014352220382357552,False,0.8402,0.8402,0.025118047,Up,0.5,Buy,533.6139767550048,533.8820965190534,534.1502798788715
