date,open,high,low,close,volume,ticker,return,short_term_return_3,sma_10,sma_20,ema_50,volatility_10,open_sector,high_sector,low_sector,sector_close,volume_sector,return_sector,short_term_return_3_sector,sector_sma_10,sector_sma_20,ema_50_sector,sector_volatility_10,sector_return_1d,vix_level,pe_ratio,eps,revenue_growth,debt_to_equity,roe,date_fetched,used_fallback,news_sentiment,pct_pred,direction,confidence,label,price_1d,price_3d,price_5d
2025-04-30,209.3,213.58,206.67,212.5,50296791,AAPL,0.006107665356754,0.015386085626911239,204.025,200.08350000000002,213.52206443593653,0.021097604703779044,204.99,210.75,203.8,209.97,5039842,0.004160688665710177,0.007195279896387907,200.625,197.71,209.03307020784905,0.023029689628055,0.004160688665710177,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.035823529411764705,-0.2714441787428461,Down,0.3,Avoid,211.92318112017145,210.7742363342144,209.6315205700859
2025-04-30,390.3,396.66,384.44,395.26,34124436,MSFT,0.0030961323723479595,0.008702309557228505,379.933,378.0335,388.4859182277969,0.021627568765766568,204.99,210.75,203.8,209.97,5039842,0.004160688665710177,0.007195279896387907,200.625,197.71,209.03307020784905,0.023029689628055,0.004160688665710177,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.35566000000000003,-0.24952475136255195,Down,0.35,Avoid,394.2737284677644,392.3085622372757,390.35319092345185
2025-04-30,157.98,159.27,155.4,158.8,33702512,GOOGL,-0.00849150849150837,-0.019510990367992087,155.979,154.4325,163.15939646967007,0.019598531215352124,94.48,95.7,93.14,95.44,3107338,0.0003144324494288586,0.011445527766002606,92.41300000000001,91.686,95.15078346010807,0.016938703495908477,0.0003144324494288586,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.30659411764705885,-0.10359410106361402,Down,0.5,Avoid,158.635492567511,158.30698878597553,157.9791652729773
2025-04-30,182.17,185.05,178.85,184.42,52139088,AMZN,-0.015849298254976274,-0.024181173607069284,180.308,180.666,193.27428756067087,0.02671448995718415,194.2,197.81,191.63,197.26,2938675,-0.009092279097804856,-0.0017206477732794045,191.228,189.9355,199.29484769800558,0.019750029000333232,-0.009092279097804856,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.293195652173913,-0.6487073003370543,Down,0.2,Avoid,183.22365399671838,180.85419399696545,178.5153760053155
2025-04-30,538.4,549.1,529.5,549.0,25758603,META,-0.009811701897410097,0.0031611453213222784,524.26,530.9105,574.0026558510791,0.02651029296745284,94.48,95.7,93.14,95.44,3107338,0.0003144324494288586,0.011445527766002606,92.41300000000001,91.686,95.15078346010807,0.016938703495908477,0.0003144324494288586,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.3385033333333333,1.0024052926625633,Up,1.0,Buy,554.5032050567174,565.6756613974694,577.0732269522849
2025-04-30,104.47,108.92,104.08,108.92,219392749,NVDA,-0.0009172628875435684,-0.01882713269074865,104.86000000000001,105.2405,113.07368532090352,0.03805371131186138,204.99,210.75,203.8,209.97,5039842,0.004160688665710177,0.007195279896387907,200.625,197.71,209.03307020784905,0.023029689628055,0.004160688665710177,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.26851,-0.9848805650983317,Down,0.05,Avoid,107.8472680884949,105.73339559592729,103.66095629859991
2025-04-30,279.9,284.45,270.78,282.16,125690209,TSLA,-0.033797897476286476,-0.00979119143709406,260.36600000000004,256.5825,277.2164169139684,0.049268110480670646,194.2,197.81,191.63,197.26,2938675,-0.009092279097804856,-0.0017206477732794045,191.228,189.9355,199.29484769800558,0.019750029000333232,-0.009092279097804856,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.1762190476190476,-0.7237049252662521,Down,0.15,Avoid,280.11799418286876,276.07820988881116,272.09668624734076
2025-04-30,241.21,245.22,238.43,244.62,12961141,JPM,0.0,0.004393348388421314,238.76399999999998,233.462,241.33786909199586,0.01447626465534072,48.15,48.93,47.5,48.76,32491429,0.0018491884117526336,0.015410245730945293,47.55800000000001,46.9935,48.386169522171684,0.015312016217780293,0.0018491884117526336,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.42440000000000005,-0.07861332611591619,Down,0.6,Avoid,244.42769608165526,244.04354165564024,243.65999098535912
2025-04-30,39.36,40.0,38.82,39.88,38055989,BAC,-0.002750687671917995,0.004787100025195334,38.765,37.7665,40.44200896305558,0.015988935378146694,48.15,48.93,47.5,48.76,32491429,0.0018491884117526336,0.015410245730945293,47.55800000000001,46.9935,48.386169522171684,0.015312016217780293,0.0018491884117526336,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.5491333333333334,-0.1903152384534351,Down,0.4,Avoid,39.80410228290477,39.65273990857743,39.5019531173445
2025-04-30,334.44,346.52,333.24,345.5,9435352,V,0.011653783087374192,0.030820180803771136,334.212,331.1495,335.52663248623105,0.017051134497718695,48.15,48.93,47.5,48.76,32491429,0.0018491884117526336,0.015410245730945293,47.55800000000001,46.9935,48.386169522171684,0.015312016217780293,0.0018491884117526336,,15.0,2.0,0.05,1.0,0.1,2025-04-26,False,0.3589785714285714,0.12845480276522458,Up,0.85,Buy,345.9438113435538,346.83314505393656,347.7247650155036
