date,open,close,volume,ticker
2025-02-13,721.52,728.56,12569100,META
2025-02-12,715.3,725.38,12016517,META
2025-02-11,713.32,719.8,12998000,META
2025-02-10,718.56,717.4,12904317,META
2025-02-07,716.8,714.52,16427100,META
2025-02-06,705.88,711.99,13080700,META
2025-02-05,703.55,704.87,17793766,META
2025-05-01,280.08,284.157,65907275,TSLA
2025-04-30,279.9,282.16,125690209,TSLA
2025-04-29,285.5,292.03,108906600,TSLA
2025-04-28,288.98,285.88,151731800,TSLA
2025-04-25,261.69,284.95,167560700,TSLA
2025-04-24,250.5,259.51,94464200,TSLA
2025-04-23,254.86,250.74,150381903,TSLA
2025-04-22,230.96,237.97,120858500,TSLA
2025-04-21,230.26,227.5,97768007,TSLA
2025-04-17,243.47,241.37,83404800,TSLA
2025-04-16,247.61,241.55,112378737,TSLA
2025-04-15,249.91,254.11,79594318,TSLA
2025-04-14,258.36,252.35,100135241,TSLA
2025-04-11,251.84,252.31,128948100,TSLA
2025-04-10,260.0,252.4,181722604,TSLA
2025-04-09,224.69,272.2,219433400,TSLA
2025-04-08,245.0,221.86,171603500,TSLA
2025-04-07,223.78,233.29,183453800,TSLA
2025-04-04,255.38,239.43,181229400,TSLA
2025-04-03,265.29,267.28,136174300,TSLA
2025-04-02,254.6,282.76,212787817,TSLA
2025-04-01,263.8,268.46,146486911,TSLA
2025-03-31,249.31,259.16,134008936,TSLA
2025-03-28,275.58,263.55,123809400,TSLA
2025-03-27,272.48,273.13,162572146,TSLA
2025-03-26,282.66,272.06,156254441,TSLA
2025-03-25,283.6,288.14,150361538,TSLA
2025-03-24,258.08,278.39,169079900,TSLA
2025-03-21,234.99,248.71,132728700,TSLA
2025-03-20,233.35,236.26,99028300,TSLA
2025-03-19,231.61,235.86,111993800,TSLA
2025-03-18,228.16,225.31,111477636,TSLA
2025-03-17,245.06,238.01,111900600,TSLA
2025-03-14,247.31,249.98,100242300,TSLA
2025-03-13,248.13,240.68,114813525,TSLA
2025-03-12,247.22,248.09,142215700,TSLA
2025-03-11,225.31,230.58,174896415,TSLA
2025-03-10,252.54,222.15,189076948,TSLA
2025-03-07,259.32,262.67,102369640,TSLA
2025-03-06,272.06,263.45,98451600,TSLA
2025-03-05,272.92,279.1,94042913,TSLA
2025-03-04,270.93,272.04,126706623,TSLA
2025-03-03,300.34,284.65,115551414,TSLA
2025-02-28,279.5,292.98,115697000,TSLA
2025-02-27,291.16,281.95,101748200,TSLA
2025-02-26,303.71,290.8,100118300,TSLA
2025-02-25,327.02,302.8,134228800,TSLA
2025-02-24,338.14,330.53,76052321,TSLA
2025-02-21,353.44,337.8,74058648,TSLA
2025-02-20,361.51,354.4,45965400,TSLA
2025-02-19,354.0,360.56,67094400,TSLA
2025-02-18,355.01,354.11,51631702,TSLA
2025-02-14,360.62,355.84,68277300,TSLA
2025-02-13,345.0,355.94,89441519,TSLA
2025-02-12,329.94,336.51,105382729,TSLA
2025-02-11,345.8,328.5,118543400,TSLA
2025-02-10,356.21,350.73,77514903,TSLA
2025-02-07,370.19,361.62,70298300,TSLA
2025-02-06,373.03,374.32,77918230,TSLA
2025-02-05,387.51,378.17,57614721,TSLA
2025-05-01,113.1,113.73,148769902,NVDA
2025-04-30,104.47,108.92,219392749,NVDA
2025-04-29,107.67,109.02,170444300,NVDA
2025-04-28,109.69,108.73,207708500,NVDA
2025-04-25,106.85,111.01,251064700,NVDA
2025-04-24,103.48,106.43,220815041,NVDA
2025-04-23,104.52,102.71,247526000,NVDA
2025-04-22,98.78,98.89,241004800,NVDA
2025-04-21,98.77,96.91,288501136,NVDA
2025-04-17,104.45,101.49,292517465,NVDA
2025-04-16,104.55,104.49,397016900,NVDA
2025-04-15,110.97,112.2,228966900,NVDA
2025-04-14,114.11,110.71,264705049,NVDA
2025-04-11,108.5,110.93,313417300,NVDA
2025-04-10,109.37,107.57,437812400,NVDA
2025-04-09,98.89,114.33,612918336,NVDA
2025-04-08,103.81,96.3,476243400,NVDA
2025-04-07,87.46,97.64,611041347,NVDA
2025-04-04,98.91,94.31,532273810,NVDA
2025-04-03,103.51,101.8,338769412,NVDA
2025-04-02,107.29,110.42,220601243,NVDA
2025-04-01,108.52,110.15,222614034,NVDA
2025-03-31,105.13,108.38,299212700,NVDA
2025-03-28,111.49,109.67,229872549,NVDA
2025-03-27,111.35,111.43,236902100,NVDA
2025-03-26,118.73,113.76,296431667,NVDA
2025-03-25,120.55,120.69,167447200,NVDA
2025-03-24,119.88,121.41,228452534,NVDA
2025-03-21,116.94,117.7,266498528,NVDA
2025-03-20,116.55,118.53,248829749,NVDA
2025-03-19,117.27,117.52,273426225,NVDA
2025-03-18,118.0,115.43,299686944,NVDA
2025-03-17,122.74,119.53,255501500,NVDA
2025-03-14,118.61,121.67,277593500,NVDA
2025-03-13,117.03,115.58,299033131,NVDA
2025-03-12,114.12,115.74,323857500,NVDA
2025-03-11,106.99,108.76,354865700,NVDA
2025-03-10,109.9,106.98,366487400,NVDA
2025-03-07,111.25,112.69,341755500,NVDA
2025-03-06,113.53,110.57,321181900,NVDA
2025-03-05,117.58,117.3,284337900,NVDA
2025-03-04,110.65,115.99,398163305,NVDA
2025-03-03,123.51,114.06,411381400,NVDA
2025-02-28,118.02,124.92,389091145,NVDA
2025-02-27,135.0,120.15,443175846,NVDA
2025-02-26,129.99,131.28,322553814,NVDA
2025-02-25,129.98,126.63,271428711,NVDA
2025-02-24,136.56,130.28,251381137,NVDA
2025-02-21,140.04,134.43,228217600,NVDA
2025-02-20,140.03,140.11,143903600,NVDA
2025-02-19,139.51,139.23,167536006,NVDA
2025-02-18,141.27,139.4,219176627,NVDA
2025-02-14,136.48,138.85,195479600,NVDA
2025-02-13,131.56,135.29,197430000,NVDA
2025-02-12,130.02,131.14,160278600,NVDA
2025-02-11,132.58,132.8,178902400,NVDA
2025-02-10,130.09,133.57,216989100,NVDA
2025-02-07,129.22,129.84,228186300,NVDA
2025-02-06,127.42,128.68,251483600,NVDA
2025-02-05,121.76,124.83,263110629,NVDA
2025-05-01,242.84,247.01,3630522,JPM
2025-04-30,241.21,244.62,12961141,JPM
2025-04-29,242.19,244.62,7216800,JPM
2025-04-28,244.56,243.22,7394300,JPM
2025-04-25,244.65,243.55,8588600,JPM
2025-04-24,239.74,244.64,9055200,JPM
2025-04-23,240.22,240.84,14126800,JPM
2025-04-22,231.98,235.59,10701400,JPM
2025-04-21,230.63,228.99,8716200,JPM
2025-04-17,230.8,231.96,9557946,JPM
2025-04-16,232.0,229.61,9322325,JPM
2025-04-15,236.1,233.13,10912900,JPM
2025-04-14,237.1,234.72,13017824,JPM
2025-04-11,226.31,236.2,20284500,JPM
2025-04-10,230.0,227.11,18896440,JPM
2025-04-09,212.5,234.34,24022400,JPM
2025-04-08,223.52,216.87,19485734,JPM
2025-04-07,205.77,214.44,22914400,JPM
2025-04-04,215.31,210.28,27170700,JPM
2025-04-03,234.27,228.69,17188500,JPM
2025-04-02,241.6,245.82,7758800,JPM
2025-04-01,242.62,243.66,8054700,JPM
2025-03-31,239.41,245.3,13603000,JPM
2025-03-28,246.94,242.85,11978417,JPM
2025-03-27,249.53,248.12,8022517,JPM
2025-03-26,252.6,251.03,12785225,JPM
2025-03-25,249.31,251.13,9287700,JPM
2025-03-24,245.48,248.06,9422700,JPM
2025-03-21,237.81,241.63,19326900,JPM
2025-03-20,236.56,239.01,8328513,JPM
2025-03-19,235.74,239.11,10120600,JPM
2025-03-18,234.32,234.97,10344900,JPM
2025-03-17,231.18,233.93,9586025,JPM
2025-03-14,228.12,232.44,11962108,JPM
2025-03-13,229.3,225.19,16467900,JPM
2025-03-12,234.0,227.9,16054015,JPM
2025-03-11,231.75,229.14,18143000,JPM
2025-03-10,236.21,232.22,18887200,JPM
2025-03-07,245.23,242.28,20498734,JPM
2025-03-06,248.11,246.54,9983235,JPM
2025-03-05,251.25,251.53,7861424,JPM
2025-03-04,255.28,250.25,13465630,JPM
2025-03-03,264.0,260.62,9058307,JPM
2025-02-28,260.73,264.65,10467126,JPM
2025-02-27,260.18,259.05,8204447,JPM
2025-02-26,257.16,258.79,5943600,JPM
2025-02-25,262.23,257.4,9608439,JPM
2025-02-24,265.49,261.34,10372800,JPM
2025-02-21,268.32,264.24,12835600,JPM
2025-02-20,278.68,266.8,13846700,JPM
2025-02-19,278.38,279.25,7007248,JPM
2025-02-18,276.76,279.95,7919800,JPM
2025-02-14,277.37,276.59,5688627,JPM
2025-02-13,275.5,276.32,8398700,JPM
2025-02-12,274.08,275.45,6683900,JPM
2025-02-11,270.26,274.99,7196400,JPM
2025-02-10,276.15,271.04,8627400,JPM
2025-02-07,277.27,275.8,6857900,JPM
2025-02-06,272.45,276.9,7264400,JPM
2025-02-05,268.91,270.43,5704431,JPM
2025-05-01,345.58,343.26,2734029,V
2025-04-30,334.44,345.5,9435352,V
2025-04-29,338.5,341.52,5519533,V
2025-04-28,336.78,337.51,5422903,V
2025-04-25,334.76,335.17,4452800,V
2025-04-24,333.28,335.71,8055200,V
2025-04-23,337.24,334.27,8906235,V
2025-04-22,323.86,331.4,5435531,V
2025-04-21,329.0,320.1,6362425,V
2025-04-17,331.07,329.61,5655943,V
2025-04-16,335.0,331.33,5850819,V
2025-04-15,336.72,335.81,4386214,V
2025-04-14,336.41,335.18,5011800,V
2025-04-11,324.43,333.4,6804507,V
2025-04-10,328.02,324.61,8709800,V
2025-04-09,305.64,332.43,11361801,V
2025-04-08,322.24,308.27,9569300,V
2025-04-07,302.07,312.32,12163443,V
2025-04-04,330.0,313.13,13201735,V
2025-04-03,333.9,339.39,8792900,V
2025-04-02,343.44,346.33,5682521,V
2025-04-01,350.44,346.35,7473329,V
2025-03-31,339.35,350.46,9950800,V
2025-03-28,349.19,342.85,5687616,V
2025-03-27,344.0,349.86,7254807,V
2025-03-26,345.99,344.18,6187600,V
2025-03-25,344.56,344.62,3931200,V
2025-03-24,338.65,343.87,5675111,V
2025-03-21,337.37,335.66,17279700,V
2025-03-20,339.0,339.5,5432700,V
2025-03-19,336.8,339.87,5615204,V
2025-03-18,335.29,334.77,7778631,V
2025-03-17,330.03,334.55,6149652,V
2025-03-14,327.21,331.8,7810970,V
2025-03-13,330.99,328.55,7915323,V
2025-03-12,335.97,332.84,6295400,V
2025-03-11,338.41,332.14,9776100,V
2025-03-10,339.94,341.48,8204300,V
2025-03-07,340.87,345.32,6358901,V
2025-03-06,345.96,344.16,8611119,V
2025-03-05,350.83,352.68,8244242,V
2025-03-04,360.11,352.23,8955804,V
2025-03-03,363.0,361.82,9099607,V
2025-02-28,354.71,362.71,15857344,V
2025-02-27,351.9,355.74,7298114,V
2025-02-26,350.0,350.63,5960603,V
2025-02-25,351.37,352.09,6191949,V
2025-02-24,348.76,349.86,5055927,V
2025-02-21,350.49,348.53,6924127,V
2025-02-20,355.23,350.49,5697023,V
2025-02-19,356.02,355.23,4152300,V
2025-02-18,353.69,356.73,5822034,V
2025-02-14,354.43,353.81,5720300,V
2025-02-13,353.12,355.63,4279581,V
2025-02-12,349.16,351.49,6760100,V
2025-02-11,348.3,350.72,5154800,V
2025-02-10,348.7,351.23,6067002,V
2025-02-07,348.0,348.02,4261612,V
2025-02-06,349.78,347.48,4294541,V
2025-02-05,346.0,349.44,4939100,V
2025-05-01,550.0,544.88,1377471,MA
2025-04-30,538.53,548.06,3740591,MA
2025-04-29,534.34,539.68,2041500,MA
2025-04-28,536.03,534.49,1735531,MA
2025-04-25,535.46,533.48,2006197,MA
2025-04-24,528.69,535.46,2209317,MA
2025-04-23,537.74,530.01,3051800,MA
2025-04-22,515.62,527.33,2384004,MA
2025-04-21,517.0,509.32,3345600,MA
2025-04-17,510.95,517.33,3329846,MA
2025-04-16,516.05,513.43,2501114,MA
2025-04-15,513.4,517.38,2211036,MA
2025-04-14,515.87,512.46,3005500,MA
2025-04-11,498.26,509.75,3736473,MA
2025-04-10,506.83,499.34,4105573,MA
2025-04-09,470.11,515.43,4698444,MA
2025-04-08,501.0,479.92,3555406,MA
2025-04-07,478.5,485.52,6009467,MA
2025-04-04,519.62,489.77,6125102,MA
2025-04-03,528.42,530.55,3443500,MA
2025-04-02,542.86,547.38,2994600,MA
2025-04-01,546.8,548.51,2714900,MA
2025-03-31,532.16,548.12,4741966,MA
2025-03-28,554.23,540.61,2656767,MA
2025-03-27,549.07,557.57,2901339,MA
2025-03-26,547.14,549.07,2681705,MA
2025-03-25,545.95,545.16,2138267,MA
2025-03-24,539.35,543.67,2758837,MA
2025-03-21,535.44,535.69,5973495,MA
2025-03-20,533.6,536.38,2598700,MA
2025-03-19,531.57,536.09,2804300,MA
2025-03-18,532.34,530.19,2363387,MA
2025-03-17,523.25,531.99,2544872,MA
2025-03-14,522.6,527.64,2369655,MA
2025-03-13,524.5,519.83,2376085,MA
2025-03-12,530.51,524.64,2810986,MA
2025-03-11,537.2,525.8,4583034,MA
2025-03-10,538.15,537.12,3893400,MA
2025-03-07,547.07,546.77,3161510,MA
2025-03-06,548.5,549.82,3133333,MA
2025-03-05,552.58,558.3,2795400,MA
2025-03-04,570.46,555.07,3318100,MA
2025-03-03,577.33,574.92,3092600,MA
2025-02-28,567.3,576.31,3205400,MA
2025-02-27,565.57,564.82,2436724,MA
2025-02-26,562.59,561.27,2028000,MA
2025-02-25,562.44,564.03,3609836,MA
2025-02-24,558.43,559.0,1752627,MA
2025-02-21,561.43,557.51,2256340,MA
2025-02-20,568.15,563.28,2181938,MA
2025-02-19,567.49,568.5,2459132,MA
2025-02-18,564.9,568.61,2064246,MA
2025-02-14,566.01,564.76,1927797,MA
2025-02-13,565.6,566.31,1709500,MA
2025-02-12,562.01,564.6,1722312,MA
2025-02-11,564.99,564.7,1847808,MA
2025-02-10,565.25,565.49,2357752,MA
2025-02-07,568.06,562.75,2008409,MA
2025-02-06,566.13,567.16,1738474,MA
2025-02-05,561.35,566.29,2404997,MA
2025-05-01,411.32,401.31,4526835,UNH
2025-04-30,409.03,411.44,9104674,UNH
